,ds,y
177,2020-03-06 21:30:00,9
178,2020-03-07 08:00:00,152
179,2020-03-07 08:30:00,450
180,2020-03-07 09:00:00,146
181,2020-03-07 09:30:00,437
182,2020-03-07 10:00:00,418
183,2020-03-07 10:30:00,427
184,2020-03-07 11:00:00,645
185,2020-03-07 11:30:00,519
186,2020-03-07 12:00:00,431
187,2020-03-07 12:30:00,290
188,2020-03-07 13:00:00,753
189,2020-03-07 13:30:00,413
190,2020-03-07 14:00:00,463
191,2020-03-07 14:30:00,305
192,2020-03-07 15:00:00,486
193,2020-03-07 15:30:00,224
194,2020-03-07 16:00:00,436
195,2020-03-07 16:30:00,427
196,2020-03-07 17:00:00,679
197,2020-03-07 17:30:00,723
198,2020-03-07 18:00:00,533
199,2020-03-07 18:30:00,381
200,2020-03-07 19:00:00,425
201,2020-03-07 19:30:00,628
202,2020-03-07 20:00:00,857
203,2020-03-07 20:30:00,171
204,2020-03-07 21:00:00,125
205,2020-03-08 08:00:00,44
206,2020-03-08 08:30:00,134
207,2020-03-08 09:00:00,264
208,2020-03-08 09:30:00,208
209,2020-03-08 10:00:00,533
210,2020-03-08 10:30:00,326
211,2020-03-08 11:00:00,307
212,2020-03-08 11:30:00,395
213,2020-03-08 12:00:00,503
214,2020-03-08 12:30:00,768
215,2020-03-08 13:00:00,265
216,2020-03-08 13:30:00,400
217,2020-03-08 14:00:00,489
218,2020-03-08 14:30:00,222
219,2020-03-08 15:00:00,177
220,2020-03-08 15:30:00,130
221,2020-03-08 16:00:00,185
222,2020-03-08 16:30:00,245
223,2020-03-08 17:00:00,263
224,2020-03-08 17:30:00,367
225,2020-03-08 18:00:00,454
226,2020-03-08 18:30:00,360
227,2020-03-08 19:00:00,260
228,2020-03-08 19:30:00,254
229,2020-03-08 20:00:00,153
230,2020-03-08 20:30:00,190
231,2020-03-09 07:00:00,81
232,2020-03-09 07:30:00,207
233,2020-03-09 08:00:00,65
234,2020-03-09 08:30:00,223
235,2020-03-09 09:00:00,226
236,2020-03-09 09:30:00,283
237,2020-03-09 10:00:00,268
238,2020-03-09 10:30:00,229
239,2020-03-09 11:00:00,428
240,2020-03-09 11:30:00,395
241,2020-03-09 12:00:00,255
242,2020-03-09 12:30:00,369
243,2020-03-09 13:00:00,316
244,2020-03-09 13:30:00,195
245,2020-03-09 14:00:00,166
246,2020-03-09 14:30:00,311
247,2020-03-09 15:00:00,230
248,2020-03-09 15:30:00,399
249,2020-03-09 16:00:00,682
250,2020-03-09 16:30:00,354
251,2020-03-09 17:00:00,628
252,2020-03-09 17:30:00,449
253,2020-03-09 18:00:00,264
254,2020-03-09 18:30:00,530
255,2020-03-09 19:00:00,210
256,2020-03-09 19:30:00,528
257,2020-03-09 20:00:00,270
258,2020-03-09 20:30:00,262
259,2020-03-09 21:00:00,170
260,2020-03-10 07:00:00,47
261,2020-03-10 07:30:00,201
262,2020-03-10 08:00:00,168
263,2020-03-10 08:30:00,226
264,2020-03-10 09:00:00,154
265,2020-03-10 09:30:00,457
266,2020-03-10 10:00:00,256
267,2020-03-10 10:30:00,278
268,2020-03-10 11:00:00,424
269,2020-03-10 11:30:00,450
270,2020-03-10 12:00:00,546
271,2020-03-10 12:30:00,281
272,2020-03-10 13:00:00,478
273,2020-03-10 13:30:00,311
274,2020-03-10 14:00:00,310
275,2020-03-10 14:30:00,382
276,2020-03-10 15:00:00,251
277,2020-03-10 15:30:00,354
278,2020-03-10 16:00:00,488
279,2020-03-10 16:30:00,498
280,2020-03-10 17:00:00,393
281,2020-03-10 17:30:00,419
282,2020-03-10 18:00:00,589
283,2020-03-10 18:30:00,440
284,2020-03-10 19:00:00,346
285,2020-03-10 19:30:00,177
286,2020-03-10 20:00:00,353
287,2020-03-10 20:30:00,368
288,2020-03-10 21:00:00,123
289,2020-03-11 07:00:00,57
290,2020-03-11 07:30:00,96
291,2020-03-11 08:00:00,122
292,2020-03-11 08:30:00,94
293,2020-03-11 09:00:00,173
294,2020-03-11 09:30:00,217
295,2020-03-11 10:00:00,187
296,2020-03-11 10:30:00,225
297,2020-03-11 11:00:00,239
298,2020-03-11 11:30:00,186
299,2020-03-11 12:00:00,182
300,2020-03-11 12:30:00,186
301,2020-03-11 13:00:00,232
302,2020-03-11 13:30:00,162
303,2020-03-11 14:00:00,122
304,2020-03-11 14:30:00,177
305,2020-03-11 15:00:00,145
306,2020-03-11 15:30:00,76
307,2020-03-11 16:00:00,272
308,2020-03-11 16:30:00,390
309,2020-03-11 17:00:00,253
310,2020-03-11 17:30:00,283
311,2020-03-11 18:00:00,532
312,2020-03-11 18:30:00,300
313,2020-03-11 19:00:00,268
314,2020-03-11 19:30:00,353
315,2020-03-11 20:00:00,322
316,2020-03-11 20:30:00,372
317,2020-03-11 21:00:00,80
318,2020-03-12 07:00:00,32
319,2020-03-12 07:30:00,85
320,2020-03-12 08:00:00,302
321,2020-03-12 08:30:00,336
322,2020-03-12 09:00:00,318
323,2020-03-12 09:30:00,548
324,2020-03-12 10:00:00,421
325,2020-03-12 10:30:00,559
326,2020-03-12 11:00:00,542
327,2020-03-12 11:30:00,502
328,2020-03-12 12:00:00,1022
329,2020-03-12 12:30:00,727
330,2020-03-12 13:00:00,450
331,2020-03-12 13:30:00,522
332,2020-03-12 14:00:00,377
333,2020-03-12 14:30:00,708
334,2020-03-12 15:00:00,841
335,2020-03-12 15:30:00,839
336,2020-03-12 16:00:00,402
337,2020-03-12 16:30:00,758
338,2020-03-12 17:00:00,973
339,2020-03-12 17:30:00,518
340,2020-03-12 18:00:00,844
341,2020-03-12 18:30:00,621
342,2020-03-12 19:00:00,502
343,2020-03-12 19:30:00,727
344,2020-03-12 20:00:00,450
345,2020-03-12 20:30:00,465
346,2020-03-12 21:00:00,296
347,2020-03-12 21:30:00,2
348,2020-03-13 07:00:00,65
349,2020-03-13 07:30:00,242
350,2020-03-13 08:00:00,304
351,2020-03-13 08:30:00,416
352,2020-03-13 09:00:00,355
353,2020-03-13 09:30:00,798
354,2020-03-13 10:00:00,736
355,2020-03-13 10:30:00,681
356,2020-03-13 11:00:00,633
357,2020-03-13 11:30:00,848
358,2020-03-13 12:00:00,896
359,2020-03-13 12:30:00,872
360,2020-03-13 13:00:00,556
361,2020-03-13 13:30:00,552
362,2020-03-13 14:00:00,328
363,2020-03-13 14:30:00,418
364,2020-03-13 15:00:00,728
365,2020-03-13 15:30:00,666
366,2020-03-13 16:00:00,971
367,2020-03-13 16:30:00,665
368,2020-03-13 17:00:00,762
369,2020-03-13 17:30:00,771
370,2020-03-13 18:00:00,661
371,2020-03-13 18:30:00,650
372,2020-03-13 19:00:00,585
373,2020-03-13 19:30:00,316
374,2020-03-13 20:00:00,490
375,2020-03-13 20:30:00,408
376,2020-03-13 21:00:00,354
377,2020-03-13 21:30:00,299
378,2020-03-13 22:00:00,124
379,2020-03-14 08:00:00,179
380,2020-03-14 08:30:00,388
381,2020-03-14 09:00:00,358
382,2020-03-14 09:30:00,459
383,2020-03-14 10:00:00,765
384,2020-03-14 10:30:00,1362
385,2020-03-14 11:00:00,1064
386,2020-03-14 11:30:00,436
387,2020-03-14 12:00:00,937
388,2020-03-14 12:30:00,794
389,2020-03-14 13:00:00,740
390,2020-03-14 13:30:00,908
391,2020-03-14 14:00:00,632
392,2020-03-14 14:30:00,820
393,2020-03-14 15:00:00,763
394,2020-03-14 15:30:00,550
395,2020-03-14 16:00:00,577
396,2020-03-14 16:30:00,569
397,2020-03-14 17:00:00,605
398,2020-03-14 17:30:00,656
399,2020-03-14 18:00:00,915
400,2020-03-14 18:30:00,766
401,2020-03-14 19:00:00,865
402,2020-03-14 19:30:00,562
403,2020-03-14 20:00:00,511
404,2020-03-14 20:30:00,267
405,2020-03-14 21:00:00,184
406,2020-03-15 07:30:00,1
407,2020-03-15 08:00:00,156
408,2020-03-15 08:30:00,478
409,2020-03-15 09:00:00,461
410,2020-03-15 09:30:00,465
411,2020-03-15 10:00:00,433
412,2020-03-15 10:30:00,614
413,2020-03-15 11:00:00,549
414,2020-03-15 11:30:00,604
415,2020-03-15 12:00:00,549
416,2020-03-15 12:30:00,738
417,2020-03-15 13:00:00,973
418,2020-03-15 13:30:00,650
419,2020-03-15 14:00:00,748
420,2020-03-15 14:30:00,605
421,2020-03-15 15:00:00,386
422,2020-03-15 15:30:00,346
423,2020-03-15 16:00:00,344
424,2020-03-15 16:30:00,413
425,2020-03-15 17:00:00,417
426,2020-03-15 17:30:00,516
427,2020-03-15 18:00:00,317
428,2020-03-15 18:30:00,572
429,2020-03-15 19:00:00,383
430,2020-03-15 19:30:00,628
431,2020-03-15 20:00:00,268
432,2020-03-15 20:30:00,184
433,2020-03-15 21:00:00,70
434,2020-03-15 21:30:00,105
435,2020-03-16 07:30:00,36
436,2020-03-16 08:00:00,231
437,2020-03-16 08:30:00,526
438,2020-03-16 09:00:00,404
439,2020-03-16 09:30:00,614
440,2020-03-16 10:00:00,1113
441,2020-03-16 10:30:00,904
442,2020-03-16 11:00:00,652
443,2020-03-16 11:30:00,865
444,2020-03-16 12:00:00,904
445,2020-03-16 12:30:00,815
446,2020-03-16 13:00:00,456
447,2020-03-16 13:30:00,559
448,2020-03-16 14:00:00,691
449,2020-03-16 14:30:00,570
450,2020-03-16 15:00:00,912
451,2020-03-16 15:30:00,786
452,2020-03-16 16:00:00,867
453,2020-03-16 16:30:00,672
454,2020-03-16 17:00:00,646
455,2020-03-16 17:30:00,818
456,2020-03-16 18:00:00,442
457,2020-03-16 18:30:00,421
458,2020-03-16 19:00:00,614
459,2020-03-16 19:30:00,346
460,2020-03-16 20:00:00,496
461,2020-03-16 20:30:00,690
462,2020-03-16 21:00:00,239
463,2020-03-17 07:00:00,265
464,2020-03-17 07:30:00,190
465,2020-03-17 08:00:00,195
466,2020-03-17 08:30:00,405
467,2020-03-17 09:00:00,374
468,2020-03-17 09:30:00,475
469,2020-03-17 10:00:00,534
470,2020-03-17 10:30:00,791
471,2020-03-17 11:00:00,650
472,2020-03-17 11:30:00,498
473,2020-03-17 12:00:00,988
474,2020-03-17 12:30:00,1135
475,2020-03-17 13:00:00,872
476,2020-03-17 13:30:00,1019
477,2020-03-17 14:00:00,811
478,2020-03-17 14:30:00,706
479,2020-03-17 15:00:00,427
480,2020-03-17 15:30:00,401
481,2020-03-17 16:00:00,773
482,2020-03-17 16:30:00,790
483,2020-03-17 17:00:00,734
484,2020-03-17 17:30:00,630
485,2020-03-17 18:00:00,638
486,2020-03-17 18:30:00,838
487,2020-03-17 19:00:00,622
488,2020-03-17 19:30:00,634
489,2020-03-17 20:00:00,650
490,2020-03-17 20:30:00,650
491,2020-03-17 21:00:00,173
492,2020-03-18 07:00:00,88
493,2020-03-18 07:30:00,43
494,2020-03-18 08:00:00,184
495,2020-03-18 08:30:00,208
496,2020-03-18 09:00:00,202
497,2020-03-18 09:30:00,254
498,2020-03-18 10:00:00,130
499,2020-03-18 10:30:00,130
500,2020-03-18 11:00:00,256
501,2020-03-18 11:30:00,338
502,2020-03-18 12:00:00,272
503,2020-03-18 12:30:00,238
504,2020-03-18 13:00:00,332
505,2020-03-18 13:30:00,469
506,2020-03-18 14:00:00,209
507,2020-03-18 14:30:00,217
508,2020-03-18 15:00:00,176
509,2020-03-18 15:30:00,485
510,2020-03-18 16:00:00,878
511,2020-03-18 16:30:00,886
512,2020-03-18 17:00:00,821
513,2020-03-18 17:30:00,1108
514,2020-03-18 18:00:00,817
515,2020-03-18 18:30:00,1176
516,2020-03-18 19:00:00,1013
517,2020-03-18 19:30:00,1125
518,2020-03-18 20:00:00,685
519,2020-03-18 20:30:00,793
520,2020-03-18 21:00:00,207
521,2020-03-18 21:30:00,82
522,2020-03-19 07:00:00,36
523,2020-03-19 07:30:00,329
524,2020-03-19 08:00:00,364
525,2020-03-19 08:30:00,588
526,2020-03-19 09:00:00,342
527,2020-03-19 09:30:00,536
528,2020-03-19 10:00:00,580
529,2020-03-19 10:30:00,452
530,2020-03-19 11:00:00,875
531,2020-03-19 11:30:00,1055
532,2020-03-19 12:00:00,775
533,2020-03-19 12:30:00,904
534,2020-03-19 13:00:00,793
535,2020-03-19 13:30:00,771
536,2020-03-19 14:00:00,522
537,2020-03-19 14:30:00,671
538,2020-03-19 15:00:00,465
539,2020-03-19 15:30:00,549
540,2020-03-19 16:00:00,815
541,2020-03-19 16:30:00,416
542,2020-03-19 17:00:00,480
543,2020-03-19 17:30:00,885
544,2020-03-19 18:00:00,768
545,2020-03-19 18:30:00,492
546,2020-03-19 19:00:00,649
547,2020-03-19 19:30:00,639
548,2020-03-19 20:00:00,469
549,2020-03-19 20:30:00,492
550,2020-03-19 21:00:00,78
551,2020-03-20 07:00:00,16
552,2020-03-20 07:30:00,3
553,2020-03-20 08:00:00,174
554,2020-03-20 08:30:00,371
555,2020-03-20 09:00:00,444
556,2020-03-20 09:30:00,504
557,2020-03-20 10:00:00,304
558,2020-03-20 10:30:00,540
559,2020-03-20 11:00:00,613
560,2020-03-20 11:30:00,666
561,2020-03-20 12:00:00,578
562,2020-03-20 12:30:00,747
563,2020-03-20 13:00:00,525
564,2020-03-20 13:30:00,565
565,2020-03-20 14:00:00,585
566,2020-03-20 14:30:00,658
567,2020-03-20 15:00:00,708
568,2020-03-20 15:30:00,659
569,2020-03-20 16:00:00,528
570,2020-03-20 16:30:00,692
571,2020-03-20 17:00:00,581
572,2020-03-20 17:30:00,757
573,2020-03-20 18:00:00,516
574,2020-03-20 18:30:00,638
575,2020-03-20 19:00:00,512
576,2020-03-20 19:30:00,480
577,2020-03-20 20:00:00,496
578,2020-03-20 20:30:00,393
579,2020-03-20 21:00:00,156
580,2020-03-20 21:30:00,28
581,2020-03-21 08:00:00,267
582,2020-03-21 08:30:00,204
583,2020-03-21 09:00:00,221
584,2020-03-21 09:30:00,492
585,2020-03-21 10:00:00,393
586,2020-03-21 10:30:00,330
587,2020-03-21 11:00:00,593
588,2020-03-21 11:30:00,702
589,2020-03-21 12:00:00,473
590,2020-03-21 12:30:00,733
591,2020-03-21 13:00:00,457
592,2020-03-21 13:30:00,699
593,2020-03-21 14:00:00,665
594,2020-03-21 14:30:00,654
595,2020-03-21 15:00:00,568
596,2020-03-21 15:30:00,564
597,2020-03-21 16:00:00,443
598,2020-03-21 16:30:00,577
599,2020-03-21 17:00:00,348
600,2020-03-21 17:30:00,532
601,2020-03-21 18:00:00,343
602,2020-03-21 18:30:00,317
603,2020-03-21 19:00:00,409
604,2020-03-21 19:30:00,78
605,2020-03-21 20:00:00,125
606,2020-03-21 20:30:00,231
607,2020-03-21 21:00:00,9
608,2020-03-21 21:30:00,56
609,2020-03-21 22:00:00,11
610,2020-03-22 07:00:00,1
611,2020-03-22 08:00:00,155
612,2020-03-22 08:30:00,207
613,2020-03-22 09:00:00,282
614,2020-03-22 09:30:00,172
615,2020-03-22 10:00:00,395
616,2020-03-22 10:30:00,414
617,2020-03-22 11:00:00,282
618,2020-03-22 11:30:00,514
619,2020-03-22 12:00:00,167
620,2020-03-22 12:30:00,285
621,2020-03-22 13:00:00,671
622,2020-03-22 13:30:00,470
623,2020-03-22 14:00:00,349
624,2020-03-22 14:30:00,269
625,2020-03-22 15:00:00,411
626,2020-03-22 15:30:00,450
627,2020-03-22 16:00:00,254
628,2020-03-22 16:30:00,369
629,2020-03-22 17:00:00,240
630,2020-03-22 17:30:00,265
631,2020-03-22 18:00:00,15
632,2020-03-22 18:30:00,519
633,2020-03-22 19:00:00,401
634,2020-03-22 19:30:00,79
635,2020-03-22 20:00:00,135
636,2020-03-22 20:30:00,266
637,2020-03-22 21:00:00,81
638,2020-03-22 21:30:00,7
639,2020-03-23 07:30:00,1
640,2020-03-23 08:00:00,173
641,2020-03-23 08:30:00,46
642,2020-03-23 09:00:00,42
643,2020-03-23 09:30:00,170
644,2020-03-23 10:00:00,162
645,2020-03-23 10:30:00,335
646,2020-03-23 11:00:00,290
647,2020-03-23 11:30:00,281
648,2020-03-23 12:00:00,248
649,2020-03-23 12:30:00,372
650,2020-03-23 13:00:00,247
651,2020-03-23 13:30:00,263
652,2020-03-23 14:00:00,210
653,2020-03-23 14:30:00,211
654,2020-03-23 15:00:00,334
655,2020-03-23 15:30:00,298
656,2020-03-23 16:00:00,524
657,2020-03-23 16:30:00,698
658,2020-03-23 17:00:00,313
659,2020-03-23 17:30:00,288
660,2020-03-23 18:00:00,297
661,2020-03-23 18:30:00,210
662,2020-03-23 19:00:00,170
663,2020-03-23 19:30:00,110
664,2020-03-23 20:00:00,205
665,2020-03-23 20:30:00,146
666,2020-03-23 21:00:00,30
667,2020-03-24 07:30:00,13
668,2020-03-24 08:00:00,63
669,2020-03-24 08:30:00,107
670,2020-03-24 09:00:00,120
671,2020-03-24 09:30:00,212
672,2020-03-24 10:00:00,339
673,2020-03-24 10:30:00,294
674,2020-03-24 11:00:00,289
675,2020-03-24 11:30:00,316
676,2020-03-24 12:00:00,495
677,2020-03-24 12:30:00,246
678,2020-03-24 13:00:00,147
679,2020-03-24 13:30:00,530
680,2020-03-24 14:00:00,137
681,2020-03-24 14:30:00,324
682,2020-03-24 15:00:00,257
683,2020-03-24 15:30:00,213
684,2020-03-24 16:00:00,324
685,2020-03-24 16:30:00,393
686,2020-03-24 17:00:00,429
687,2020-03-24 17:30:00,215
688,2020-03-24 18:00:00,211
689,2020-03-24 18:30:00,241
690,2020-03-24 19:00:00,142
691,2020-03-24 19:30:00,203
692,2020-03-24 20:00:00,134
693,2020-03-24 20:30:00,50
694,2020-03-24 21:00:00,81
695,2020-03-25 08:00:00,65
696,2020-03-25 08:30:00,116
697,2020-03-25 09:00:00,58
698,2020-03-25 09:30:00,165
699,2020-03-25 10:00:00,210
700,2020-03-25 10:30:00,248
701,2020-03-25 11:00:00,179
702,2020-03-25 11:30:00,260
703,2020-03-25 12:00:00,223
704,2020-03-25 12:30:00,306
705,2020-03-25 13:00:00,223
706,2020-03-25 13:30:00,240
707,2020-03-25 14:00:00,78
708,2020-03-25 14:30:00,258
709,2020-03-25 15:00:00,170
710,2020-03-25 15:30:00,229
711,2020-03-25 16:00:00,329
712,2020-03-25 16:30:00,434
713,2020-03-25 17:00:00,184
714,2020-03-25 17:30:00,264
715,2020-03-25 18:00:00,210
716,2020-03-25 18:30:00,167
717,2020-03-25 19:00:00,184
718,2020-03-25 19:30:00,237
719,2020-03-25 20:00:00,195
720,2020-03-25 20:30:00,111
721,2020-03-25 21:00:00,21
722,2020-03-26 07:30:00,1
723,2020-03-26 08:00:00,127
724,2020-03-26 08:30:00,120
725,2020-03-26 09:00:00,172
726,2020-03-26 09:30:00,243
727,2020-03-26 10:00:00,214
728,2020-03-26 10:30:00,214
729,2020-03-26 11:00:00,196
730,2020-03-26 11:30:00,459
731,2020-03-26 12:00:00,407
732,2020-03-26 12:30:00,331
733,2020-03-26 13:00:00,402
734,2020-03-26 13:30:00,261
735,2020-03-26 14:00:00,224
736,2020-03-26 14:30:00,141
737,2020-03-26 15:00:00,339
738,2020-03-26 15:30:00,299
739,2020-03-26 16:00:00,302
740,2020-03-26 16:30:00,206
741,2020-03-26 17:00:00,208
742,2020-03-26 17:30:00,281
743,2020-03-26 18:00:00,167
744,2020-03-26 18:30:00,187
745,2020-03-26 19:00:00,266
746,2020-03-26 19:30:00,108
747,2020-03-26 20:00:00,287
748,2020-03-26 20:30:00,136
749,2020-03-26 21:00:00,20
750,2020-03-27 07:00:00,2
751,2020-03-27 07:30:00,4
752,2020-03-27 08:00:00,135
753,2020-03-27 08:30:00,177
754,2020-03-27 09:00:00,133
755,2020-03-27 09:30:00,81
756,2020-03-27 10:00:00,168
757,2020-03-27 10:30:00,322
758,2020-03-27 11:00:00,376
759,2020-03-27 11:30:00,113
760,2020-03-27 12:00:00,351
761,2020-03-27 12:30:00,366
762,2020-03-27 13:00:00,333
763,2020-03-27 13:30:00,262
764,2020-03-27 14:00:00,241
765,2020-03-27 14:30:00,226
766,2020-03-27 15:00:00,237
767,2020-03-27 15:30:00,236
768,2020-03-27 16:00:00,304
769,2020-03-27 16:30:00,553
770,2020-03-27 17:00:00,478
771,2020-03-27 17:30:00,605
772,2020-03-27 18:00:00,417
773,2020-03-27 18:30:00,301
774,2020-03-27 19:00:00,501
775,2020-03-27 19:30:00,171
776,2020-03-27 20:00:00,300
777,2020-03-27 20:30:00,37
778,2020-03-28 07:30:00,1
779,2020-03-28 08:00:00,36
780,2020-03-28 08:30:00,278
781,2020-03-28 09:00:00,83
782,2020-03-28 09:30:00,445
783,2020-03-28 10:00:00,160
784,2020-03-28 10:30:00,313
785,2020-03-28 11:00:00,307
786,2020-03-28 11:30:00,301
787,2020-03-28 12:00:00,550
788,2020-03-28 12:30:00,576
789,2020-03-28 13:00:00,533
790,2020-03-28 13:30:00,362
791,2020-03-28 14:00:00,436
792,2020-03-28 14:30:00,563
793,2020-03-28 15:00:00,447
794,2020-03-28 15:30:00,164
795,2020-03-28 16:00:00,262
796,2020-03-28 16:30:00,277
797,2020-03-28 17:00:00,382
798,2020-03-28 17:30:00,465
799,2020-03-28 18:00:00,260
800,2020-03-28 18:30:00,236
801,2020-03-28 19:00:00,247
802,2020-03-28 19:30:00,316
803,2020-03-28 20:00:00,180
804,2020-03-28 20:30:00,102
805,2020-03-28 21:00:00,36
806,2020-03-29 08:00:00,158
807,2020-03-29 08:30:00,184
808,2020-03-29 09:00:00,93
809,2020-03-29 09:30:00,155
810,2020-03-29 10:00:00,167
811,2020-03-29 10:30:00,287
812,2020-03-29 11:00:00,341
813,2020-03-29 11:30:00,781
814,2020-03-29 12:00:00,323
815,2020-03-29 12:30:00,503
816,2020-03-29 13:00:00,199
817,2020-03-29 13:30:00,283
818,2020-03-29 14:00:00,320
819,2020-03-29 14:30:00,289
820,2020-03-29 15:00:00,209
821,2020-03-29 15:30:00,131
822,2020-03-29 16:00:00,5
823,2020-03-29 16:30:00,77
824,2020-03-29 17:00:00,101
825,2020-03-29 17:30:00,180
826,2020-03-29 18:00:00,108
827,2020-03-29 18:30:00,185
828,2020-03-29 19:00:00,66
829,2020-03-29 19:30:00,11
830,2020-03-29 20:00:00,122
831,2020-03-29 20:30:00,12
832,2020-03-30 08:00:00,1
833,2020-03-30 08:30:00,47
834,2020-03-30 09:00:00,174
835,2020-03-30 09:30:00,85
836,2020-03-30 10:00:00,283
837,2020-03-30 10:30:00,170
838,2020-03-30 11:00:00,250
839,2020-03-30 11:30:00,241
840,2020-03-30 12:00:00,245
841,2020-03-30 12:30:00,419
842,2020-03-30 13:00:00,132
843,2020-03-30 13:30:00,140
844,2020-03-30 14:00:00,229
845,2020-03-30 14:30:00,322
846,2020-03-30 15:00:00,274
847,2020-03-30 15:30:00,244
848,2020-03-30 16:00:00,253
849,2020-03-30 16:30:00,246
850,2020-03-30 17:00:00,521
851,2020-03-30 17:30:00,395
852,2020-03-30 18:00:00,264
853,2020-03-30 18:30:00,364
854,2020-03-30 19:00:00,98
855,2020-03-30 19:30:00,338
856,2020-03-30 20:00:00,137
857,2020-03-30 20:30:00,85
858,2020-03-30 21:00:00,8
859,2020-03-31 08:00:00,92
860,2020-03-31 08:30:00,76
861,2020-03-31 09:00:00,276
862,2020-03-31 09:30:00,291
863,2020-03-31 10:00:00,127
864,2020-03-31 10:30:00,253
865,2020-03-31 11:00:00,296
866,2020-03-31 11:30:00,292
867,2020-03-31 12:00:00,273
868,2020-03-31 12:30:00,167
869,2020-03-31 13:00:00,242
870,2020-03-31 13:30:00,334
871,2020-03-31 14:00:00,420
872,2020-03-31 14:30:00,424
873,2020-03-31 15:00:00,130
874,2020-03-31 15:30:00,214
875,2020-03-31 16:00:00,217
876,2020-03-31 16:30:00,268
877,2020-03-31 17:00:00,294
878,2020-03-31 17:30:00,531
879,2020-03-31 18:00:00,355
880,2020-03-31 18:30:00,160
881,2020-03-31 19:00:00,242
882,2020-03-31 19:30:00,161
883,2020-03-31 20:00:00,304
884,2020-03-31 20:30:00,215
885,2020-03-31 21:00:00,59
886,2020-04-01 07:30:00,1
887,2020-04-01 08:00:00,34
888,2020-04-01 08:30:00,126
889,2020-04-01 09:00:00,225
890,2020-04-01 09:30:00,65
891,2020-04-01 10:00:00,154
892,2020-04-01 10:30:00,170
893,2020-04-01 11:00:00,224
894,2020-04-01 11:30:00,207
895,2020-04-01 12:00:00,288
896,2020-04-01 12:30:00,231
897,2020-04-01 13:00:00,265
898,2020-04-01 13:30:00,125
899,2020-04-01 14:00:00,245
900,2020-04-01 14:30:00,117
901,2020-04-01 15:00:00,143
902,2020-04-01 15:30:00,126
903,2020-04-01 16:00:00,351
904,2020-04-01 16:30:00,256
905,2020-04-01 17:00:00,265
906,2020-04-01 17:30:00,332
907,2020-04-01 18:00:00,312
